"Plot","Site","Creek","Year","Month","Site","tmin","date.tmin","tmax","date.tmax","ppt","date.ppt","Prev12"
"9986",581,15,"SouthBeaver",1980,2,"Site 15",-12.9300003051758,"PRISM_tmin_stable_4kmM2_198002_bil",2.50999999046326,"PRISM_tmax_stable_4kmM2_198002_bil",36.5400009155273,"PRISM_ppt_stable_4kmM2_198002_bil",1980
"14287",799,15,"SouthBeaver",1980,2,"Site 15",-12.9300003051758,"PRISM_tmin_stable_4kmM2_198002_bil",2.50999999046326,"PRISM_tmax_stable_4kmM2_198002_bil",36.5400009155273,"PRISM_ppt_stable_4kmM2_198002_bil",1980
"6536",300,19,"SouthBeaver",1980,2,"Site 19",-14.289999961853,"PRISM_tmin_stable_4kmM2_198002_bil",2.14000010490417,"PRISM_tmax_stable_4kmM2_198002_bil",35.0499992370605,"PRISM_ppt_stable_4kmM2_198002_bil",1980
"7394",512,19,"SouthBeaver",1980,2,"Site 19",-14.289999961853,"PRISM_tmin_stable_4kmM2_198002_bil",2.14000010490417,"PRISM_tmax_stable_4kmM2_198002_bil",35.0499992370605,"PRISM_ppt_stable_4kmM2_198002_bil",1980
"7892",513,19,"SouthBeaver",1980,2,"Site 19",-14.289999961853,"PRISM_tmin_stable_4kmM2_198002_bil",2.14000010490417,"PRISM_tmax_stable_4kmM2_198002_bil",35.0499992370605,"PRISM_ppt_stable_4kmM2_198002_bil",1980
"8348",514,19,"SouthBeaver",1980,2,"Site 19",-14.289999961853,"PRISM_tmin_stable_4kmM2_198002_bil",2.14000010490417,"PRISM_tmax_stable_4kmM2_198002_bil",35.0499992370605,"PRISM_ppt_stable_4kmM2_198002_bil",1980
"8976",515,19,"SouthBeaver",1980,2,"Site 19",-14.289999961853,"PRISM_tmin_stable_4kmM2_198002_bil",2.14000010490417,"PRISM_tmax_stable_4kmM2_198002_bil",35.0499992370605,"PRISM_ppt_stable_4kmM2_198002_bil",1980
"6024",238,26,"SouthBeaver",1980,2,"Site 26",-14.289999961853,"PRISM_tmin_stable_4kmM2_198002_bil",2.14000010490417,"PRISM_tmax_stable_4kmM2_198002_bil",35.0499992370605,"PRISM_ppt_stable_4kmM2_198002_bil",1980
"7002",480,26,"SouthBeaver",1980,2,"Site 26",-14.289999961853,"PRISM_tmin_stable_4kmM2_198002_bil",2.14000010490417,"PRISM_tmax_stable_4kmM2_198002_bil",35.0499992370605,"PRISM_ppt_stable_4kmM2_198002_bil",1980
"10559",598,26,"SouthBeaver",1980,2,"Site 26",-14.289999961853,"PRISM_tmin_stable_4kmM2_198002_bil",2.14000010490417,"PRISM_tmax_stable_4kmM2_198002_bil",35.0499992370605,"PRISM_ppt_stable_4kmM2_198002_bil",1980
"13622",611,26,"SouthBeaver",1980,2,"Site 26",-14.289999961853,"PRISM_tmin_stable_4kmM2_198002_bil",2.14000010490417,"PRISM_tmax_stable_4kmM2_198002_bil",35.0499992370605,"PRISM_ppt_stable_4kmM2_198002_bil",1980
"13866",614,26,"SouthBeaver",1980,2,"Site 26",-14.289999961853,"PRISM_tmin_stable_4kmM2_198002_bil",2.14000010490417,"PRISM_tmax_stable_4kmM2_198002_bil",35.0499992370605,"PRISM_ppt_stable_4kmM2_198002_bil",1980
"151",1,1,"Cebolla",1980,3,"Cebolla Mid",-11.6899995803833,"PRISM_tmin_stable_4kmM2_198003_bil",4.21000003814697,"PRISM_tmax_stable_4kmM2_198003_bil",23.3299999237061,"PRISM_ppt_stable_4kmM2_198003_bil",1980
"1537",22,1,"Cebolla",1980,3,"Cebolla Mid",-11.6899995803833,"PRISM_tmin_stable_4kmM2_198003_bil",4.21000003814697,"PRISM_tmax_stable_4kmM2_198003_bil",23.3299999237061,"PRISM_ppt_stable_4kmM2_198003_bil",1980
"2108",32,1,"Cebolla",1980,3,"Cebolla Mid",-11.6899995803833,"PRISM_tmin_stable_4kmM2_198003_bil",4.21000003814697,"PRISM_tmax_stable_4kmM2_198003_bil",23.3299999237061,"PRISM_ppt_stable_4kmM2_198003_bil",1980
"2595",42,1,"Cebolla",1980,3,"Cebolla Mid",-11.6899995803833,"PRISM_tmin_stable_4kmM2_198003_bil",4.21000003814697,"PRISM_tmax_stable_4kmM2_198003_bil",23.3299999237061,"PRISM_ppt_stable_4kmM2_198003_bil",1980
"3330",52,1,"Cebolla",1980,3,"Cebolla Mid",-11.6899995803833,"PRISM_tmin_stable_4kmM2_198003_bil",4.21000003814697,"PRISM_tmax_stable_4kmM2_198003_bil",23.3299999237061,"PRISM_ppt_stable_4kmM2_198003_bil",1980
"1111",16,2,"Cebolla",1980,3,"Cebolla North",-11.6899995803833,"PRISM_tmin_stable_4kmM2_198003_bil",4.21000003814697,"PRISM_tmax_stable_4kmM2_198003_bil",23.3299999237061,"PRISM_ppt_stable_4kmM2_198003_bil",1980
"3813",58,2,"Cebolla",1980,3,"Cebolla North",-11.6899995803833,"PRISM_tmin_stable_4kmM2_198003_bil",4.21000003814697,"PRISM_tmax_stable_4kmM2_198003_bil",23.3299999237061,"PRISM_ppt_stable_4kmM2_198003_bil",1980
"4190",89,2,"Cebolla",1980,3,"Cebolla North",-11.6899995803833,"PRISM_tmin_stable_4kmM2_198003_bil",4.21000003814697,"PRISM_tmax_stable_4kmM2_198003_bil",23.3299999237061,"PRISM_ppt_stable_4kmM2_198003_bil",1980
"4675",90,2,"Cebolla",1980,3,"Cebolla North",-11.6899995803833,"PRISM_tmin_stable_4kmM2_198003_bil",4.21000003814697,"PRISM_tmax_stable_4kmM2_198003_bil",23.3299999237061,"PRISM_ppt_stable_4kmM2_198003_bil",1980
"5163",96,2,"Cebolla",1980,3,"Cebolla North",-11.6899995803833,"PRISM_tmin_stable_4kmM2_198003_bil",4.21000003814697,"PRISM_tmax_stable_4kmM2_198003_bil",23.3299999237061,"PRISM_ppt_stable_4kmM2_198003_bil",1980
"5648",98,2,"Cebolla",1980,3,"Cebolla North",-11.6899995803833,"PRISM_tmin_stable_4kmM2_198003_bil",4.21000003814697,"PRISM_tmax_stable_4kmM2_198003_bil",23.3299999237061,"PRISM_ppt_stable_4kmM2_198003_bil",1980
"11026",606,5,"SouthBeaver",1980,3,"Site 5",-12.9700002670288,"PRISM_tmin_stable_4kmM2_198003_bil",3.42000007629395,"PRISM_tmax_stable_4kmM2_198003_bil",17.9599990844727,"PRISM_ppt_stable_4kmM2_198003_bil",1980
"11390",607,5,"SouthBeaver",1980,3,"Site 5",-13.1000003814697,"PRISM_tmin_stable_4kmM2_198003_bil",3.29999995231628,"PRISM_tmax_stable_4kmM2_198003_bil",17.25,"PRISM_ppt_stable_4kmM2_198003_bil",1980
"12000",608,5,"SouthBeaver",1980,3,"Site 5",-13.1000003814697,"PRISM_tmin_stable_4kmM2_198003_bil",3.29999995231628,"PRISM_tmax_stable_4kmM2_198003_bil",17.25,"PRISM_ppt_stable_4kmM2_198003_bil",1980
"12487",609,5,"SouthBeaver",1980,3,"Site 5",-13.1000003814697,"PRISM_tmin_stable_4kmM2_198003_bil",3.29999995231628,"PRISM_tmax_stable_4kmM2_198003_bil",17.25,"PRISM_ppt_stable_4kmM2_198003_bil",1980
"13094",610,5,"SouthBeaver",1980,3,"Site 5",-13.1000003814697,"PRISM_tmin_stable_4kmM2_198003_bil",3.29999995231628,"PRISM_tmax_stable_4kmM2_198003_bil",17.25,"PRISM_ppt_stable_4kmM2_198003_bil",1980
"722",8,15,"SouthBeaver",1980,3,"Site 15",-11.9899997711182,"PRISM_tmin_stable_4kmM2_198003_bil",3.65000009536743,"PRISM_tmax_stable_4kmM2_198003_bil",27.6599998474121,"PRISM_ppt_stable_4kmM2_198003_bil",1980
"9316",578,15,"SouthBeaver",1980,3,"Site 15",-11.9899997711182,"PRISM_tmin_stable_4kmM2_198003_bil",3.65000009536743,"PRISM_tmax_stable_4kmM2_198003_bil",27.6599998474121,"PRISM_ppt_stable_4kmM2_198003_bil",1980
"10016",581,15,"SouthBeaver",1980,3,"Site 15",-11.9899997711182,"PRISM_tmin_stable_4kmM2_198003_bil",3.65000009536743,"PRISM_tmax_stable_4kmM2_198003_bil",27.6599998474121,"PRISM_ppt_stable_4kmM2_198003_bil",1980
"14304",799,15,"SouthBeaver",1980,3,"Site 15",-11.9899997711182,"PRISM_tmin_stable_4kmM2_198003_bil",3.65000009536743,"PRISM_tmax_stable_4kmM2_198003_bil",27.6599998474121,"PRISM_ppt_stable_4kmM2_198003_bil",1980
"6566",300,19,"SouthBeaver",1980,3,"Site 19",-12.4899997711182,"PRISM_tmin_stable_4kmM2_198003_bil",3.52999997138977,"PRISM_tmax_stable_4kmM2_198003_bil",21.9300003051758,"PRISM_ppt_stable_4kmM2_198003_bil",1980
"7424",512,19,"SouthBeaver",1980,3,"Site 19",-12.4899997711182,"PRISM_tmin_stable_4kmM2_198003_bil",3.52999997138977,"PRISM_tmax_stable_4kmM2_198003_bil",21.9300003051758,"PRISM_ppt_stable_4kmM2_198003_bil",1980
"7909",513,19,"SouthBeaver",1980,3,"Site 19",-12.4899997711182,"PRISM_tmin_stable_4kmM2_198003_bil",3.52999997138977,"PRISM_tmax_stable_4kmM2_198003_bil",21.9300003051758,"PRISM_ppt_stable_4kmM2_198003_bil",1980
"8365",514,19,"SouthBeaver",1980,3,"Site 19",-12.4899997711182,"PRISM_tmin_stable_4kmM2_198003_bil",3.52999997138977,"PRISM_tmax_stable_4kmM2_198003_bil",21.9300003051758,"PRISM_ppt_stable_4kmM2_198003_bil",1980
"9006",515,19,"SouthBeaver",1980,3,"Site 19",-12.4899997711182,"PRISM_tmin_stable_4kmM2_198003_bil",3.52999997138977,"PRISM_tmax_stable_4kmM2_198003_bil",21.9300003051758,"PRISM_ppt_stable_4kmM2_198003_bil",1980
"6054",238,26,"SouthBeaver",1980,3,"Site 26",-12.4899997711182,"PRISM_tmin_stable_4kmM2_198003_bil",3.52999997138977,"PRISM_tmax_stable_4kmM2_198003_bil",21.9300003051758,"PRISM_ppt_stable_4kmM2_198003_bil",1980
"7032",480,26,"SouthBeaver",1980,3,"Site 26",-12.4899997711182,"PRISM_tmin_stable_4kmM2_198003_bil",3.52999997138977,"PRISM_tmax_stable_4kmM2_198003_bil",21.9300003051758,"PRISM_ppt_stable_4kmM2_198003_bil",1980
"10589",598,26,"SouthBeaver",1980,3,"Site 26",-12.4899997711182,"PRISM_tmin_stable_4kmM2_198003_bil",3.52999997138977,"PRISM_tmax_stable_4kmM2_198003_bil",21.9300003051758,"PRISM_ppt_stable_4kmM2_198003_bil",1980
"13652",611,26,"SouthBeaver",1980,3,"Site 26",-12.4899997711182,"PRISM_tmin_stable_4kmM2_198003_bil",3.52999997138977,"PRISM_tmax_stable_4kmM2_198003_bil",21.9300003051758,"PRISM_ppt_stable_4kmM2_198003_bil",1980
"13896",614,26,"SouthBeaver",1980,3,"Site 26",-12.4899997711182,"PRISM_tmin_stable_4kmM2_198003_bil",3.52999997138977,"PRISM_tmax_stable_4kmM2_198003_bil",21.9300003051758,"PRISM_ppt_stable_4kmM2_198003_bil",1980
"181",1,1,"Cebolla",1980,4,"Cebolla Mid",-6.86999988555908,"PRISM_tmin_stable_4kmM2_198004_bil",10.2700004577637,"PRISM_tmax_stable_4kmM2_198004_bil",22.0100002288818,"PRISM_ppt_stable_4kmM2_198004_bil",1980
"1567",22,1,"Cebolla",1980,4,"Cebolla Mid",-6.86999988555908,"PRISM_tmin_stable_4kmM2_198004_bil",10.2700004577637,"PRISM_tmax_stable_4kmM2_198004_bil",22.0100002288818,"PRISM_ppt_stable_4kmM2_198004_bil",1980
"2138",32,1,"Cebolla",1980,4,"Cebolla Mid",-6.86999988555908,"PRISM_tmin_stable_4kmM2_198004_bil",10.2700004577637,"PRISM_tmax_stable_4kmM2_198004_bil",22.0100002288818,"PRISM_ppt_stable_4kmM2_198004_bil",1980
"2625",42,1,"Cebolla",1980,4,"Cebolla Mid",-6.86999988555908,"PRISM_tmin_stable_4kmM2_198004_bil",10.2700004577637,"PRISM_tmax_stable_4kmM2_198004_bil",22.0100002288818,"PRISM_ppt_stable_4kmM2_198004_bil",1980
"3360",52,1,"Cebolla",1980,4,"Cebolla Mid",-6.86999988555908,"PRISM_tmin_stable_4kmM2_198004_bil",10.2700004577637,"PRISM_tmax_stable_4kmM2_198004_bil",22.0100002288818,"PRISM_ppt_stable_4kmM2_198004_bil",1980
"1141",16,2,"Cebolla",1980,4,"Cebolla North",-6.86999988555908,"PRISM_tmin_stable_4kmM2_198004_bil",10.2700004577637,"PRISM_tmax_stable_4kmM2_198004_bil",22.0100002288818,"PRISM_ppt_stable_4kmM2_198004_bil",1980
"3843",58,2,"Cebolla",1980,4,"Cebolla North",-6.86999988555908,"PRISM_tmin_stable_4kmM2_198004_bil",10.2700004577637,"PRISM_tmax_stable_4kmM2_198004_bil",22.0100002288818,"PRISM_ppt_stable_4kmM2_198004_bil",1980
"4220",89,2,"Cebolla",1980,4,"Cebolla North",-6.86999988555908,"PRISM_tmin_stable_4kmM2_198004_bil",10.2700004577637,"PRISM_tmax_stable_4kmM2_198004_bil",22.0100002288818,"PRISM_ppt_stable_4kmM2_198004_bil",1980
"4705",90,2,"Cebolla",1980,4,"Cebolla North",-6.86999988555908,"PRISM_tmin_stable_4kmM2_198004_bil",10.2700004577637,"PRISM_tmax_stable_4kmM2_198004_bil",22.0100002288818,"PRISM_ppt_stable_4kmM2_198004_bil",1980
"5193",96,2,"Cebolla",1980,4,"Cebolla North",-6.86999988555908,"PRISM_tmin_stable_4kmM2_198004_bil",10.2700004577637,"PRISM_tmax_stable_4kmM2_198004_bil",22.0100002288818,"PRISM_ppt_stable_4kmM2_198004_bil",1980
"5678",98,2,"Cebolla",1980,4,"Cebolla North",-6.86999988555908,"PRISM_tmin_stable_4kmM2_198004_bil",10.2700004577637,"PRISM_tmax_stable_4kmM2_198004_bil",22.0100002288818,"PRISM_ppt_stable_4kmM2_198004_bil",1980
"11056",606,5,"SouthBeaver",1980,4,"Site 5",-7.6399998664856,"PRISM_tmin_stable_4kmM2_198004_bil",10.5200004577637,"PRISM_tmax_stable_4kmM2_198004_bil",17.2399997711182,"PRISM_ppt_stable_4kmM2_198004_bil",1980
"11420",607,5,"SouthBeaver",1980,4,"Site 5",-7.8899998664856,"PRISM_tmin_stable_4kmM2_198004_bil",10.0299997329712,"PRISM_tmax_stable_4kmM2_198004_bil",17.9599990844727,"PRISM_ppt_stable_4kmM2_198004_bil",1980
"12030",608,5,"SouthBeaver",1980,4,"Site 5",-7.8899998664856,"PRISM_tmin_stable_4kmM2_198004_bil",10.0299997329712,"PRISM_tmax_stable_4kmM2_198004_bil",17.9599990844727,"PRISM_ppt_stable_4kmM2_198004_bil",1980
"12517",609,5,"SouthBeaver",1980,4,"Site 5",-7.8899998664856,"PRISM_tmin_stable_4kmM2_198004_bil",10.0299997329712,"PRISM_tmax_stable_4kmM2_198004_bil",17.9599990844727,"PRISM_ppt_stable_4kmM2_198004_bil",1980
